title,year,genre,duration,country,director,humor,rhythm,effort,tension,vote,votes_total
Nothing or Everything,2018,Sperimental,84,South Korea,Gyeol Kim,0,0,0,0,6,5
Age of Consent,1969,Drama,98,Australia,Michael Powell,0,0,0,0,7,5
Grandpa's Great Escape,2018,Comedy,72,Great Britain,Elliot Hegarty,0,0,0,0,5,4
All the Devil's Men,2018,Action,100,Great Britain,Matthew Hope,0,0,0,0,3,11
Daisy,2016,Documentary,59,Great Britain,Jamie Patterson,0,0,0,0,1,4
Mountain,2017,Documentary,74,Australia,Jennifer Peedom,0,0,0,0,7,10
Cassandre: Le valet noir,2018,Thriller,90,France,Benoît d'Aubert,0,0,0,0,2,3
Radioactive,2019,Biography,103,Great Britain,Marjane Satrapi,0,0,0,0,5,43
The Great Pretender,2012,Documentary,107,Great Britain,Rhys Thomas,0,0,0,0,5,18
How to Build a Girl,2019,Drama,102,Great Britain,Coky Giedroyc,0,0,0,0,5,6
I Am Mother,2019,Sci-Fi,115,Australia,Grant Sputore,0,0,0,0,5,75
Buoyancy,2019,Drama,93,Australia,Rodd Rathjen,0,0,0,0,8,3
Sibyl,2019,Drama,100,France,Justine Triet,0,0,0,0,4,18
Summerland,2020,Drama,100,Great Britain,Jessica Swale,0,0,0,0,6,15
Ride Like a Girl,2019,Biography,100,Australia,Rachel Griffiths,0,0,0,0,5,11
Military Wives,2019,Comedy,112,Great Britain,Peter Cattaneo,0,0,0,0,4,27
Blinded by the Light,2019,Drama,114,Great Britain,Gurinder Chadha,0,0,0,0,6,28
The Boy Who Harnessed the Wind,2019,Drama,113,Great Britain,Chiwetel Ejiofor,0,0,0,0,6,29
Shooting the Mafia,2019,Documentary,97,Ireland,Kim Longinotto,0,0,0,0,7,9
The Hole in the Ground,2019,Horror,90,Ireland,Lee Cronin,0,0,0,0,5,55
Made on Merseyside - The Beatles,2018,Documentary,87,Great Britain,Alan Byron,0,0,0,0,5,3
Soeurs d'armes,2019,Drama,112,France,Caroline Fourest,0,0,0,0,5,32
Le Mémoire du Sang,2019,Drama,91,France,Frédéric Petitjean,0,0,0,0,4,53
Astral,2019,Sci-Fi,83,Great Britain,Chris Mul,0,0,0,0,4,3
Terra Willy,2019,Animation,90,France,Eric Tosti,0,0,0,0,6,12
Yves,2019,Comedy,107,France,Benoît Forgeard,0,0,0,0,5,3
Downton Abbey,2019,Drama,122,Great Britain,Michael Engler,0,0,0,0,6,71
Der Goldene Handschuh,2019,Drama,115,Germany,Fatih Akin,0,0,0,0,6,71
Brexit: The Uncivil War,2019,Drama,90,Great Britain,Toby Haynes,0,0,0,0,6,13
Tout ce qu'il me reste de la révolution,2019,Comedy,88,France,Judith Davis,0,0,0,0,6,8
O Beautiful Night,2019,Drama,89,Germany,Xaver Xylophon,0,0,0,0,6,3
Meurtre au Lac Leman,2016,Thriller,90,France,Jean-Marc Rudnicki,0,0,0,0,3,5
Wounds,2019,Horror,94,Great Britain,Babak Anvari,0,0,0,0,5,36
Narziss und Goldmund,2020,Drama,118,Germany,Stefan Ruzowitzky,0,0,0,0,6,29
Rocca verändert die Welt,2019,Comedy,97,Germany,Katja Benrath,0,0,0,0,2,5
Der Fall Collini,2019,Drama,118,Germany,Marco Kreuzpaintner,0,0,0,0,6,59
Beolsae,2018,Drama,135,South Korea,Bora Kim,0,0,0,0,7,4
High Ground,2020,Thriller,104,Australia,Stephen Johnson,0,0,0,0,5,16
Une Fille facile,2019,Drama,90,France,Rebecca Zlotowski,0,0,0,0,4,17
Au Nom de la Terre,2019,Drama,103,France,Edouard Bergeon,0,0,0,0,6,22
It Must Be Heaven,2019,Comedy,97,France,Elia Suleiman,0,0,0,0,6,19
An Affair to Die For,2019,Thriller,82,Spain,Víctor García,0,0,0,0,6,22
Fahim,2019,Drama,107,France,Pierre-François Martin-Laval,0,0,0,0,6,23
Just a gigolo,2019,Comedy,94,France,Olivier Baroux,0,0,0,0,4,13
Systemsprenger,2019,Drama,118,Germany,Nora Fingscheidt,0,0,0,0,7,4
X&Y,2018,Drama,112,Sweden,Anna Odell,0,0,0,0,6,4
Kidnapping Stella,2019,Thriller,90,Germany,Thomas Sieben,0,0,0,0,4,11
Fourmi,2019,Comedy,105,France,Julien Rappeneau,0,0,0,0,6,7
In Like Flynn,2018,Biography,106,Australia,Russell Mulcahy,0,0,0,0,3,8
Das Kindermädchen - Mission Mauritius,2017,Comedy,90,Germany,Peter Gersina,0,0,0,0,1,3
Le père Noël est une ordure,1982,Comedy,88,France,Jean-Marie Poiré,0,0,0,0,5,3
4 latas,2019,Comedy,104,Spain,Gerardo Olivares,0,0,0,0,5,5
L'adieu à la nuit,2019,Drama,104,France,André Téchiné,0,0,0,0,6,5
Pink Wall,2019,Drama,85,Great Britain,Tom Cullen,0,0,0,0,4,6
Die Goldfische,2019,Comedy,111,Germany,Alireza Golafshan,0,0,0,0,4,7
Let's Dance,2019,Drama,100,France,Ladislas Chollat,0,0,0,0,5,4
The Bay of Silence,2020,Drama,93,Great Britain,Paula van der Oest,0,0,0,0,4,24
Erotikon,1920,Comedy,106,Sweden,Mauritz Stiller,0,0,0,0,6,9
Paris est à Nous,2019,Drama,83,France,Elisabeth Vogler,0,0,0,0,2,8
Hope Gap,2019,Drama,100,Great Britain,William Nicholson,0,0,0,0,6,50
Ne croyez surtout pas que je hurle,2019,Documentary,75,France,Frank Beauvais,0,0,0,0,6,9
Nos défaites,2019,Documentary,94,France,Jean-Gabriel Périot,0,0,0,0,6,3
The Last to See Them,2019,Drama,79,Germany,Sara Summa,0,0,0,0,2,3
Perdrix,2019,Comedy,102,France,Erwan Le Duc,0,0,0,0,4,5
Ein Sommer in Oxford,2018,Romantic,90,Germany,Karola Meeder,0,0,0,0,2,4
Gloria Mundi,2019,Drama,107,France,Robert Guédiguian,0,0,0,0,5,14
Un divan a Tunis,2019,Comedy,87,France,Manele Labidi Labbé,0,0,0,0,6,47
Les misérables,2019,Drama,103,France,Ladj Ly,0,0,0,0,7,159
Pelikanblut,2019,Drama,121,Germany,Katrin Gebbe,0,0,0,0,5,9
Paradise Beach,2019,Action,93,France,Xavier Durringer,0,0,0,0,5,9
Queen: Days of Our Lives,2011,Documentary,118,Great Britain,Matt O'Casey,0,0,0,0,5,14
Never Grow Old,2019,Western,100,Ireland,Ivan Kavanagh,0,0,0,0,6,26
Ma-yak-wang,2018,Action,139,South Korea,Min-ho Woo,0,0,0,0,6,9
Traumfabrik,2019,Drama,125,Germany,Martin Schreier,0,0,0,0,4,6
Énorme,2020,Comedy,98,France,Sophie Letourneur,0,0,0,0,5,8
Om det oändliga,2019,Drama,73,Sweden,Roy Andersson,0,0,0,0,7,62
Parole contre Parole,2017,Drama,87,France,Didier Bivel,0,0,0,0,5,13
L'état sauvage,2019,Drama,118,France,David Perrault,0,0,0,0,4,10
Les Parfums,2020,Comedy,100,France,Grégory Magne,0,0,0,0,6,14
Nur Eine Frau,2019,Drama,90,Germany,Sherry Hormann,0,0,0,0,7,3
Ventajas de viajar en tren,2019,Comedy,103,Spain,Aritz Moreno,0,0,0,0,6,6
Salir del ropero,2019,Comedy,94,Spain,Ángeles Reiné,0,0,0,0,5,6
Les Éblouis,2019,Drama,109,France,Sarah Suco,0,0,0,0,5,4
Revenir,2019,Drama,76,France,Jessica Palud,0,0,0,0,6,3
Passion Simple,2020,Drama,100,France,Danielle Arbid,0,0,0,0,5,19
J'ai perdu mon corps,2019,Animation,81,France,Jérémy Clapin,0,0,0,0,6,40
Nomad: In the Footsteps of Bruce Chatwin,2019,Documentary,85,Great Britain,Werner Herzog,0,0,0,0,7,17
La fille au bracelet,2019,Drama,95,France,Stéphane Demoustier,0,0,0,0,6,4
Das fidele Gefängnis,1917,Comedy,67,Germany,Ernst Lubitsch,0,0,0,0,5,3
Coming Out,2019,Documentary,64,France,Denis Parrot,0,0,0,0,5,3
Ein Sommer in Salamanca,2019,Romantic,90,Germany,Michael Keusch,0,0,0,0,2,3
Chambre 212,2019,Drama,86,France,Christophe Honoré,0,0,0,0,5,30
Amants,2020,Drama,102,France,Nicole Garcia,0,0,0,0,5,16
Le milieu de l'horizon,2019,Drama,90,France,Delphine Lehericey,0,0,0,0,7,3
The Quiet One,2019,Documentary,107,Great Britain,Oliver Murray,0,0,0,0,5,10
Semper Fi,2019,Drama,99,Great Britain,Henry Alex Rubin,0,0,0,0,3,15
Rocks,2019,Drama,93,Great Britain,Sarah Gavron,0,0,0,0,6,4
Perfect 10,2019,Drama,84,Great Britain,Eva Riley,0,0,0,0,5,3
Greed,2019,Comedy,100,Great Britain,Michael Winterbottom,0,0,0,0,4,8
Cassandre: Fausse note,2018,Thriller,95,France,Éric Le Roux,0,0,0,0,3,4
Limbo,2020,Drama,113,Great Britain,Ben Sharrock,0,0,0,0,7,5
Calm with Horses,2019,Drama,101,Great Britain,Nick Rowland,0,0,0,0,6,31
Saint Maud,2019,Drama,83,Great Britain,Rose Glass,0,0,0,0,7,39
Wildfire,2020,Drama,85,Great Britain,Cathy Brady,0,0,0,0,6,8
Rialto,2019,Drama,90,Great Britain,Peter Mackie Burns,0,0,0,0,5,4
7500,2019,Thriller,92,Germany,Patrick Vollrath,0,0,0,0,6,49
Papicha,2019,Comedy,106,France,Mounia Meddour Gens,0,0,0,0,6,31
Jeanne,2019,Musical,124,France,Bruno Dumont,0,0,0,0,7,10
Les plus belles années d'une vie,2019,Drama,90,France,Claude Lelouch,0,0,0,0,5,30
Le choc du futur,2019,Drama,84,France,Marc Collin,0,0,0,0,5,6
Zombi Child,2019,Drama,103,France,Bertrand Bonello,0,0,0,0,6,21
Alice et le maire,2019,Comedy,103,France,Nicolas Pariser,0,0,0,0,6,59
Avengement,2019,Action,90,Great Britain,Jesse V. Johnson,0,0,0,0,4,21
Cassandre: Mort Blanche,2018,Thriller,90,France,Éric Le Roux,0,0,0,0,4,3
¿A quién te llevarías a una isla desierta?,2019,Comedy,93,Spain,Jota Linares,0,0,0,0,6,12
A pesar de todo,2019,Comedy,75,Spain,Gabriela Tagliavini,0,0,0,0,4,10
438 Dagar,2019,Drama,124,Sweden,Jesper Ganslandt,0,0,0,0,6,4
Le daim,2019,Comedy,77,France,Quentin Dupieux,0,0,0,0,6,49
Cassandre 12: Le loup gris,2019,Thriller,91,France,François Guérin,0,0,0,0,3,6
Do-eo-lak,2018,Thriller,102,South Korea,Kwon Lee,0,0,0,0,5,3
Gukgabudo-ui Nal,2018,Drama,114,South Korea,Kook-Hee Choi,0,0,0,0,5,14
Geukhanjikeob,2019,Comedy,111,South Korea,Byeong-heon Lee,0,0,0,0,5,5
Jeungin,2019,Drama,129,South Korea,Han Lee,0,0,0,0,6,4
Gi-myo-han Ga-jok,2019,Comedy,112,South Korea,Min-jae Lee,0,0,0,0,7,8
Ro-mang,2019,Drama,111,South Korea,Chang-geun Lee,0,0,0,0,4,3
Mignonnes,2019,Drama,96,France,Maïmouna Doucouré,0,0,0,0,5,23
Adults in the Room,2019,Drama,124,France,Costa-Gavras,0,0,0,0,7,19
Ouistreham,2021,Drama,107,France,Emmanuel Carrère,0,0,0,0,6,26
Le Sel des larmes,2020,Drama,100,France,Philippe Garrel,0,0,0,0,6,24
La belle époque,2019,Comedy,110,France,Nicolas Bedos,0,0,0,0,7,144
Akinjeon,2019,Thriller,107,South Korea,Lee Won-Tae,0,0,0,0,6,43
Tu mérites un amour,2019,Drama,102,France,Hafsia Herzi,0,0,0,0,5,5
Woomuk-Baemi ui sarang,1990,Romantic,114,South Korea,Jang Sun-Woo,0,0,0,0,8,3
Geomeun meori,1964,Noir,108,South Korea,Lee Man-hui,0,0,0,0,9,3
The Convent,2019,Horror,81,Great Britain,Paul Hyett,0,0,0,0,5,12
Bruce Springsteen: In His Own Words,2016,Documentary,71,Great Britain,Nigel Cole,0,0,0,0,5,7
Fascination,1979,Horror,80,France,Jean Rollin,0,0,0,0,4,3
Lux Æterna,2019,Sperimental,50,France,Gaspar Noé,0,0,0,0,6,9
Les crimes silencieux,2017,Thriller,97,France,Frédéric Berthe,0,0,0,0,4,5
L'Inconnu de Brocéliande,2016,Thriller,90,France,Vincent Giovanni,0,0,0,0,5,9
La rose de fer,1973,Horror,86,France,Jean Rollin,0,0,0,0,7,4
Trois jours et une vie,2019,Drama,120,France,Nicolas Boukhrief,0,0,0,0,6,56
TKKG,2019,Adventure,96,Germany,Robert Thalheim,0,0,0,0,4,8
Palm Beach,2019,Comedy,98,Australia,Rachel Ward,0,0,0,0,4,3
Bad Police,2019,Thriller,127,South Korea,Jeong-beom Lee,0,0,0,0,5,9
Meurtres à...: Meurtres a Grasse,2016,Thriller,100,France,Karim Ouaret,0,0,0,0,6,4
Le père Noël a les yeux bleus,1966,Drama,50,France,Jean Eustache,0,0,0,0,7,3
Danger Close: The Battle of Long Tan,2019,Drama,118,Australia,Kriv Stenders,0,0,0,0,5,15
Love. Wedding. Repeat,2020,Comedy,100,Great Britain,Dean Craig,0,0,0,0,5,10
Requiem pour un vampire,1971,Erotico,65,France,Jean Rollin,0,0,0,0,7,3
Sources assassines,2017,Thriller,91,France,Bruno Bontzolakis,0,0,0,0,3,4
47 Meters Down: Uncaged,2019,Horror,89,Great Britain,Johannes Roberts,0,0,0,0,5,49
Donne-moi des ailes,2019,Adventure,113,France,Nicolas Vanier,0,0,0,0,7,29
Roches Noires,2018,Thriller,90,France,Laurent Dussaux,0,0,0,0,5,12
Ein Sommer auf Mallorca,2018,Romantic,88,Germany,Florian Gärtner,0,0,0,0,2,4
Ammonite,2020,Drama,118,Great Britain,Francis Lee,0,0,0,0,6,42
Madame Claude,2021,Drama,110,France,Sylvie Verheyde,0,0,0,0,5,15
Killers Anonymous,2019,Action,96,Great Britain,Martin Owen,0,0,0,0,4,17
El hoyo,2019,Drama,90,Spain,Galder Gaztelu-Urrutia,0,0,0,0,6,163
El asesino de los caprichos,2019,Drama,95,Spain,Gerardo Herrero,0,0,0,0,5,12
No matarás,2020,Thriller,92,Spain,David Victori,0,0,0,0,6,60
Tod eines Mädchens 2: Die verschwundene Familie,2019,Thriller,180,Germany,Thomas Berger,0,0,0,0,3,8
Seules les bêtes,2019,Thriller,113,France,Dominik Moll,0,0,0,0,6,33
Boyz in the Wood,2019,Comedy,87,Great Britain,Ninian Doff,0,0,0,0,4,17
La Virgen de Agosto,2019,Drama,125,Spain,Jonás Trueba,0,0,0,0,8,5
Prelude,2019,Drama,95,Germany,Sabrina Sarabi,0,0,0,0,5,6
Tessa Hennig - Elli gibt den Löffel ab,2012,Romantic,90,Germany,Edzard Onneken,0,0,0,0,3,3
Katie Fforde: Familie auf Bewährung,2018,Romantic,90,Germany,Frauke Thielecke,0,0,0,0,4,3
Le jour de gloire,2019,Comedy,98,France,Antoine de Bary,0,0,0,0,5,4
Klaus,2019,Animation,92,Spain,Sergio Pablos,0,0,0,0,6,52
Katie Fforde: Meine verrückte Familie,2017,Romantic,89,Germany,Helmut Metzger,0,0,0,0,2,6
Ein Sommer im Allgäu,2017,Romantic,90,Germany,Jeanette Wagner,0,0,0,0,2,5
Ein Taunuskrimi: Im Wald,2018,Thriller,177,Germany,Marcus O. Rosenmüller,0,0,0,0,6,3
Perdues dans New York,2010,Fantasy,52,France,Jean Rollin,0,0,0,0,3,3
Inga Lindström: Lilith und die Sache mit den Männern ,2018,Romantic,90,Germany,Stefanie Sycholt,0,0,0,0,3,3
Ein Sommer auf Lanzarote,2016,Romantic,89,Germany,Jophi Ries,0,0,0,0,3,5
Kreuzfahrt ins Glück – Hochzeitsreise ins Piemont,2018,Romantic,90,Germany,Christoph Klünker,0,0,0,0,4,3
Kreuzfahrt ins Glück – Hochzeitsreise zu den Kykladen,2019,Romantic,90,Germany,Oliver Muth,0,0,0,0,1,3
Intemperie,2019,Drama,103,Spain,Benito Zambrano,0,0,0,0,6,27
Svaha: The Sixth Finger,2019,Thriller,122,South Korea,Jae-hyun Jang,0,0,0,0,5,6
Le maître est l'enfant,2017,Documentary,100,France,Alexandre Mourot,0,0,0,0,8,3
Crime en Aveyron,2014,Thriller,91,France,Claude-Michel Rome,0,0,0,0,5,8
Maigret's Dead Man,2016,Thriller,88,Great Britain,Jon East,0,0,0,0,6,4
La daronne,2020,Comedy,105,France,Jean-Paul Salomé,0,0,0,0,5,35
Vivir dos veces,2019,Comedy,100,Spain,María Ripoll,0,0,0,0,6,21
Inga Lindström: Die andere Tochter,2018,Romantic,90,Germany,Stefanie Sycholt,0,0,0,0,2,5
Crime en Lozère,2014,Thriller,91,France,Claude-Michel Rome,0,0,0,0,5,8
Legends of the Canyon: The Origins of West Coast Rock,2010,Documentary,110,Great Britain,Jon Brewer,0,0,0,0,7,3
Crime à Martigues,2016,Thriller,89,France,Claude-Michel Rome,0,0,0,0,4,8
The Two Popes,2019,Drama,125,Great Britain,Fernando Meirelles,0,0,0,0,6,84
I Care a Lot,2020,Drama,118,Great Britain,J Blakeson,0,0,0,0,6,95
House of Whipcord,1974,,102,Great Britain,Pete Walker,0,0,0,0,7,3
La Bonne Epouse,2020,Comedy,108,France,Martin Provost,0,0,0,0,4,22
Orígenes secretos,2020,Thriller,96,Spain,David Galán Galindo,0,0,0,0,6,26
Horizon Line,2020,Thriller,92,Sweden,Mikael Marcimain,0,0,0,0,4,8
Adolescentes,2019,Documentary,135,France,Sébastien Lifshitz,0,0,0,0,7,12
Crime dans les Alpilles,2017,Thriller,90,France,Éric Duret,0,0,0,0,5,7
Bombay Rose,2019,Animation,93,Great Britain,Gitanjali Rao,0,0,0,0,6,6
Diecisiete,2019,Drama,109,Spain,Daniel Sánchez Arévalo,0,0,0,0,6,4
Crime dans le Luberon,2018,Thriller,95,France,Éric Duret,0,0,0,0,5,10
Rosamunde Pilcher: Nanny verzweifelt gesucht,2018,Romantic,90,Germany,Heidi Kranz,0,0,0,0,4,6
Instant Death,2017,Action,84,Great Britain,Ara Paiaya,0,0,0,0,4,4
Escape from Marwin,2018,Horror,98,Spain,Jordi Castejón,0,0,0,0,3,5
Daïnah la métisse,1932,Drama,51,France,Jean Grémillon,0,0,0,0,6,3
Rosamunde Pilcher: Wie von einem anderen Stern,2017,Romantic,90,Germany,Marco Serafini,0,0,0,0,2,3
Die Tote aus der Schlucht,2014,Thriller,89,Germany,Christian Theede,0,0,0,0,5,5
Vampyres,2015,Horror,76,Spain,Víctor Matellano,0,0,0,0,4,12
Dem Horizont so nah,2019,Romantic,109,Germany,Tim Trachte,0,0,0,0,5,13
Saja,2019,Thriller,129,South Korea,Joo-hwan Kim,0,0,0,0,4,3
Eltern und andere Wahrheiten,2017,Romantic,86,Germany,Maria von Heland,0,0,0,0,2,3
Rosamunde Pilcher: Das Vermächtnis unseres Vaters,2018,Romantic,90,Germany,Marco Serafini,0,0,0,0,2,6
Rosamunde Pilcher: Fast noch verheiratet,2017,Romantic,90,Germany,Marco Serafini,0,0,0,0,2,4
Rosamunde Pilcher: Nie wieder Klassentreffen,2017,Romantic,90,Germany,Hans-Jürgen Tögel,0,0,0,0,4,5
Unzertrennlich nach Verona,2018,Comedy,87,Germany,Andreas Herzog,0,0,0,0,2,3
Wendezeit,2019,Drama,120,Germany,Sven Bohse,0,0,0,0,6,18
Guns Akimbo,2019,Action,95,Great Britain,Jason Lei Howden,0,0,0,0,5,57
Quien a hierro mata,2019,Thriller,100,Spain,Paco Plaza,0,0,0,0,6,59
It Always Rains on Sunday,1947,Drama,92,Great Britain,Robert Hamer,0,0,0,0,8,6
Le dindon,2019,Comedy,85,France,Jalil Lespert,0,0,0,0,3,7
Stardust,2020,Biography,104,Great Britain,Gabriel Range,0,0,0,0,5,4
Way Down,2021,Thriller,118,Spain,Jaume Balagueró,0,0,0,0,5,35
Passagier 23,2019,Thriller,100,Germany,Alexander Dierbach,0,0,0,0,3,4
Irréversible - Inversion intégrale,2019,Drama,86,France,Gaspar Noé,0,0,0,0,6,10
Une mauvaise Mere,2019,Drama,90,France,Adeline Darraux,0,0,0,0,5,8
Un Bébé pour Noël,2018,Romantic,93,France,Eric Summer,0,0,0,0,3,3
Verliebt in Valerie,2019,Comedy,90,Germany,Claudia Garde,0,0,0,0,6,3
The Turncoat,2020,Drama,138,Germany,Florian Gallenberger,0,0,0,0,5,31
The Electrical Life of Louis Wain,2021,Biography,111,Great Britain,Will Sharpe,0,0,0,0,6,28
Last Night in Soho,2021,Drama,118,Great Britain,Edgar Wright,0,1,0,1,6,141
Fluss des Lebens: Okavango - Fremder Vater,2018,Drama,90,Germany,Torsten C. Fischer,0,0,0,0,2,3
Arzt mit Nebenwirkung,2017,Romantic,88,Germany,Peter Stauch,0,0,0,0,3,3
La boda de Rosa,2020,Comedy,97,Spain,Iciar Bollain,0,0,0,0,4,16
Felicity,1978,Erotico,90,Australia,John D. Lamond,0,0,0,0,3,7
Our Ladies,2019,Comedy,100,Great Britain,Michael Caton-Jones,0,0,0,0,6,7
Depeche Mode: Spirits in the Forest,2019,Documentary,100,Great Britain,Anton Corbijn,0,0,0,0,7,6
Heart,2019,Drama,70,South Korea,Ga-young Jeong,0,0,0,0,5,5
Woori-jip,2019,Drama,92,South Korea,Ga-eun Yoon,0,0,0,0,5,5
Nocturnal,2019,Drama,86,Great Britain,Nathalie Biancheri,0,0,0,0,7,4
Säsong,2019,Drama,71,Sweden,John Skoog,0,0,0,0,6,3
El silencio de la ciudad blanca,2019,Thriller,110,Spain,Daniel Calparsoro,0,0,0,0,6,22
Nam-san Si-in Sal-in-sa-geon,2019,Thriller,106,South Korea,Ko Myoung-Sung,0,0,0,0,7,3
Eksiteu,2019,Action,103,South Korea,Sang Geun Lee,0,0,0,0,5,6
Beo-ti-go,2019,Drama,114,South Korea,Gye-soo Jeon,0,0,0,0,8,3
Las heridas del viento,2017,Drama,75,Spain,Juan Carlos Rubio,0,0,0,0,6,3
La influencia,2019,Horror,99,Spain,Denis Rovira van Boekholt,0,0,0,0,4,21
Une belle équipe,2019,Comedy,92,France,Mohamed Hamidi,0,0,0,0,5,18
Adú,2020,Drama,116,Spain,Salvador Calvo,0,0,0,0,6,16
Docteur?,2019,Comedy,89,France,Tristan Séguéla,0,0,0,0,5,6
Amulet,2020,Horror,99,Great Britain,Romola Garai,0,0,0,0,6,6
I Met a Girl,2019,Drama,108,Australia,Luke Eve,0,0,0,0,5,8
Eté 85,2020,Drama,100,France,François Ozon,0,0,0,0,6,42
Supernova,2020,Drama,93,Great Britain,Harry Macqueen,0,0,0,0,6,43
82-nyeon-saeng Kim-ji-young,2019,Drama,118,South Korea,Do-young Kim,0,0,0,0,7,3
Playlist,2021,Comedy,88,France,Nine Antico,0,0,0,0,6,5
Antoinette dans les Cévennes,2020,Comedy,95,France,Caroline Vignal,0,0,0,0,6,39
Halvdan Viking,2018,Adventure,97,Sweden,Gustaf Åkerblom,0,0,0,0,4,5
Yoon-hee-ae-ge,2019,Romantic,104,South Korea,Dae-hyung Lim,0,0,0,0,7,7
Lassie - Eine Abentuerliche reise,2020,Adventure,96,Germany,Hanno Olderdissen,0,0,0,0,6,4
The Father,2020,Drama,97,Great Britain,Florian Zeller,0,0,0,0,7,149
Six Minutes to Midnight,2020,Drama,99,Great Britain,Andy Goddard,0,0,0,0,5,26
Dreambuilders,2020,Animation,78,South Korea,Kim Hagen Jensen,0,0,0,0,5,10
Schramm,1994,Horror,65,Germany,Jörg Buttgereit,0,0,0,0,7,5
Leonardo: The Works ,2019,Documentary,102,Great Britain,Phil Grabsky,0,0,0,0,6,4
Dream Horse,2020,Comedy,102,Great Britain,Euros Lyn,0,0,0,0,6,21
Ironbark,2020,Drama,111,Great Britain,Dominic Cooke,0,0,0,0,6,53
His House,2020,Horror,93,Great Britain,Remi Weekes,0,0,0,0,6,68
Miss Fisher & the Crypt of Tears,2020,Thriller,101,Australia,Tony Tilse,0,0,0,0,5,10
Arthur & Merlin: Knights of Camelot,2020,Action,91,Great Britain,Giles Alderson,0,0,0,0,2,13
Blood Vessel,2019,Horror,90,Australia,Justin Dix,0,0,0,0,4,8
Occupation: Rainfall,2020,Sci-Fi,100,Australia,Luke Sparke,0,0,0,0,5,7
Verliebt in Masuren,2018,Romantic,90,Germany,Bruno Grass,0,0,0,0,1,3
Die Inselärztin: Die Entscheidung,2019,Drama,90,Germany,Peter Stauch,0,0,0,0,3,2
Malasaña 32,2020,Horror,104,Spain,Albert Pintó,0,0,0,0,5,33
Futur Drei,2020,Drama,92,Germany,Faraz Shariat,0,0,0,0,4,3
La Nuée,2020,Horror,100,France,Just Philippot,0,0,0,0,5,28
Mandibules,2020,Comedy,77,France,Quentin Dupieux,0,0,0,0,6,60
Suzanna Andler,2020,Drama,88,France,Benoît Jacquot,0,0,0,0,3,8
Divorce Club,2020,Comedy,108,France,Michaël Youn,0,0,0,0,4,18
Forte,2020,Comedy,95,France,Katia Lewkowicz,0,0,0,0,4,11
De Gaulle,2020,Drama,99,France,Gabriel Le Bomin,0,0,0,0,5,15
Agatha and the Truth of Murder,2019,Thriller,92,Great Britain,Terry Loane,0,0,0,0,4,13
La Fine Fleur,2021,Comedy,105,France,Pierre Pinaud,0,0,0,0,6,15
Sous les étoiles de Paris,2020,Comedy,86,France,Claus Drexel,0,0,0,0,5,5
Ji-pu-ra-gi-ra-do jap-go-sip-eun jim-seung-deul,2020,Drama,109,South Korea,Kim Yong-Hoon,0,0,0,0,6,40
Une sirène à Paris,2020,Romantic,102,France,Mathias Malzieu,0,0,0,0,5,17
Go!,2020,Comedy,102,Australia,Owen Trevor,0,0,0,0,4,5
The Corrupted,2019,Thriller,103,Great Britain,Ron Scalpello,0,0,0,0,4,18
À l'abordage,2020,Drama,95,France,Guillaume Brac,0,0,0,0,6,21
Sa-nyang-eui-si-gan,2020,Drama,134,South Korea,Yoon Sung-hyun,0,0,0,0,5,6
Explota Explota,2020,Comedy,90,Spain,Nacho Álvarez,0,0,0,0,5,19
El practicante,2020,Thriller,94,Spain,Carles Torras,0,0,0,0,6,53
Las niñas,2020,Drama,97,Spain,Pilar Palomero,0,0,0,0,6,7
Felicità,2020,Comedy,82,France,Bruno Merle,0,0,0,0,7,13
Le Discours,2020,Comedy,87,France,Laurent Tirard,0,0,0,0,5,24
Madeleine Collins,2021,Drama,102,France,Antoine Barraud,0,0,0,0,5,17
Arthur Rambo,2021,Drama,87,France,Laurent Cantet,0,0,0,0,5,11
Banksy and the Rise of Outlaw Art,2020,Documentary,112,Great Britain,Elio Espana,0,0,0,0,6,4
Domangchin yeoja,2020,Drama,77,South Korea,Sang-soo Hong,0,0,0,0,6,6
The Adventures of A.R.I.: My Robot Friend,2020,Adventure,89,France,Stephen Shimek,0,0,0,0,3,6
Lancaster Skies,2019,Drama,98,Great Britain,Callum Burn,0,0,0,0,3,7
Brutus VS Cesar,2020,Comedy,87,France,Kheiron,0,0,0,0,4,4
Nam-mae-wui Yeo-reum-bam,2020,Drama,105,South Korea,Yoon Dan-bi,0,0,0,0,6,9
C'est la vie,2020,Comedy,103,France,Julien Rambaldi,0,0,0,0,5,4
Un triomphe,2020,Comedy,100,France,Emmanuel Courcol,0,0,0,0,5,4
France,2021,Drama,133,France,Bruno Dumont,0,0,0,0,6,49
La croisade,2021,Comedy,67,France,Louis Garrel,0,0,0,0,5,18
Un autre monde,2021,Drama,96,France,Stéphane Brizé,0,0,0,0,7,58
ADN,2020,Drama,90,France,Maïwenn Le Besco,0,0,0,0,5,11
La troisième guerre,2020,Drama,92,France,Giovanni Aloi,0,0,0,0,5,7
Isi & Ossi,2020,Romantic,113,Germany,Oliver Kienle,0,0,0,0,4,7
Sunset Contract,2019,Thriller,93,Great Britain,Marc Conen,0,0,0,0,3,8
Bergman Island,2021,Drama,112,France,Mia Hansen-Løve,0,0,0,0,5,23
Le dernier voyage,2020,Drama,87,France,Romain Quirot,0,0,0,0,4,32
